sigma,pi_reward,base_opp,exit_threshold,seed,final_fund_prevalence,final_exit_rate,max_punish,enforcer_punish_share,top5_punishment_share,top10_punishment_share,regime_legacy,regime_hier,run_dir
0.95,0.25,0.3,-1.0,2,0.1106719367588932,0.2771428571428571,0.1371428571428571,0.9708272858439567,0.7853624901497241,0.9792159180457053,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_regime_search_fast/sigma_0.95/pi_0.25/base_opp_0.30/exit_threshold_-1.00/seed_02
0.95,0.25,0.3,1.0,1,0.1181434599156118,0.3228571428571428,0.1257142857142857,0.9651026790692478,0.8082358674463938,0.9791666666666666,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_regime_search_fast/sigma_0.95/pi_0.25/base_opp_0.30/exit_threshold_1.00/seed_01
0.95,0.25,0.3,1.0,2,0.104,0.2857142857142857,0.1171428571428571,0.9421996395283264,0.8578969895848195,0.970323869310886,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_regime_search_fast/sigma_0.95/pi_0.25/base_opp_0.30/exit_threshold_1.00/seed_02
0.95,0.25,0.3,1.5,1,0.1179245283018868,0.3942857142857143,0.1,0.9402206851448599,0.9023615796785076,0.9781702718793411,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_regime_search_fast/sigma_0.95/pi_0.25/base_opp_0.30/exit_threshold_1.50/seed_01
0.95,0.25,0.3,1.5,2,0.1068376068376068,0.3314285714285714,0.1,0.9472660157932784,0.8922919857069934,0.9697124383188702,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_regime_search_fast/sigma_0.95/pi_0.25/base_opp_0.30/exit_threshold_1.50/seed_02
0.95,0.25,1.5,-1.0,1,0.1371681415929203,0.3542857142857142,0.1114285714285714,0.9619955563231213,0.819371727748691,0.9724360948567908,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_regime_search_fast/sigma_0.95/pi_0.25/base_opp_1.50/exit_threshold_-1.00/seed_01
0.95,0.25,1.5,-1.0,2,0.128099173553719,0.3085714285714285,0.1114285714285714,0.9657567228035557,0.8142429682824656,0.9743865948533812,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_regime_search_fast/sigma_0.95/pi_0.25/base_opp_1.50/exit_threshold_-1.00/seed_02
0.95,0.25,1.5,1.0,1,0.1034482758620689,0.3371428571428571,0.0885714285714285,0.9579494142403193,0.9057017543859649,0.9716905901116427,QUIET,QUIET,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_regime_search_fast/sigma_0.95/pi_0.25/base_opp_1.50/exit_threshold_1.00/seed_01
0.95,0.25,1.5,1.0,2,0.1052631578947368,0.3485714285714286,0.08,0.9385976598070324,0.8872718302910706,0.96250616674889,QUIET,QUIET,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_regime_search_fast/sigma_0.95/pi_0.25/base_opp_1.50/exit_threshold_1.00/seed_02
0.95,0.25,1.5,1.5,1,0.1077844311377245,0.5228571428571429,0.0685714285714285,0.8735922786635467,0.9367816091954023,0.9608150470219435,QUIET,QUIET,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_regime_search_fast/sigma_0.95/pi_0.25/base_opp_1.50/exit_threshold_1.50/seed_01
0.95,0.25,1.5,1.5,2,0.1130952380952381,0.52,0.08,0.9104160412840545,0.9293351929335193,0.9558344955834496,QUIET,QUIET,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_regime_search_fast/sigma_0.95/pi_0.25/base_opp_1.50/exit_threshold_1.50/seed_02
0.95,0.25,3.0,-1.0,1,0.1206896551724138,0.3371428571428571,0.1028571428571428,0.959655106387247,0.8535435925321733,0.9704549574043865,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_regime_search_fast/sigma_0.95/pi_0.25/base_opp_3.00/exit_threshold_-1.00/seed_01
0.95,0.25,3.0,-1.0,2,0.1087866108786611,0.3171428571428571,0.1114285714285714,0.9633348979410836,0.8578389223273144,0.972628260246489,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_regime_search_fast/sigma_0.95/pi_0.25/base_opp_3.00/exit_threshold_-1.00/seed_02
0.95,0.25,3.0,1.0,1,0.1162790697674418,0.3857142857142857,0.0828571428571428,0.9436974966471822,0.9000743863129185,0.9709893379618151,QUIET,QUIET,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_regime_search_fast/sigma_0.95/pi_0.25/base_opp_3.00/exit_threshold_1.00/seed_01
0.95,0.25,3.0,1.0,2,0.1095890410958904,0.3742857142857143,0.0828571428571428,0.9194500822499628,0.869832593098736,0.9501195763580458,QUIET,QUIET,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_regime_search_fast/sigma_0.95/pi_0.25/base_opp_3.00/exit_threshold_1.00/seed_02
0.95,0.25,3.0,1.5,1,0.099236641221374,0.6257142857142857,0.0485714285714285,0.9022862899798373,0.9463203463203463,0.9774891774891775,QUIET,QUIET,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_regime_search_fast/sigma_0.95/pi_0.25/base_opp_3.00/exit_threshold_1.50/seed_01
0.95,0.25,3.0,1.5,2,0.0977443609022556,0.62,0.0685714285714285,0.9191935809352678,0.9404031551270815,0.9675723049956179,QUIET,QUIET,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_regime_search_fast/sigma_0.95/pi_0.25/base_opp_3.00/exit_threshold_1.50/seed_02
0.95,0.25,5.0,-1.0,1,0.1213389121338912,0.3171428571428571,0.1,0.9582466170432942,0.8520894428152492,0.969024926686217,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_regime_search_fast/sigma_0.95/pi_0.25/base_opp_5.00/exit_threshold_-1.00/seed_01
0.95,0.25,5.0,-1.0,2,0.1087866108786611,0.3171428571428571,0.1,0.9600017580497495,0.8557056229327453,0.9680264608599779,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_regime_search_fast/sigma_0.95/pi_0.25/base_opp_5.00/exit_threshold_-1.00/seed_02
0.95,0.25,5.0,1.0,1,0.092511013215859,0.3514285714285714,0.0714285714285714,0.9444705179802948,0.9219072164948454,0.9664948453608248,QUIET,QUIET,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_regime_search_fast/sigma_0.95/pi_0.25/base_opp_5.00/exit_threshold_1.00/seed_01
0.95,0.25,5.0,1.0,2,0.1116071428571428,0.36,0.08,0.8975735045075438,0.8710546574287914,0.947652040030793,QUIET,QUIET,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_regime_search_fast/sigma_0.95/pi_0.25/base_opp_5.00/exit_threshold_1.00/seed_02
0.95,0.25,5.0,1.5,1,0.0932203389830508,0.6628571428571428,0.0342857142857142,0.9078557181371542,0.9425717852684145,0.978776529338327,QUIET,QUIET,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_regime_search_fast/sigma_0.95/pi_0.25/base_opp_5.00/exit_threshold_1.50/seed_01
0.95,0.25,5.0,1.5,2,0.0854700854700854,0.6657142857142857,0.0542857142857142,0.5170894136449682,0.844789356984479,0.9157427937915743,QUIET,QUIET,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_regime_search_fast/sigma_0.95/pi_0.25/base_opp_5.00/exit_threshold_1.50/seed_02
0.95,0.5,0.3,-1.0,1,0.1260162601626016,0.2971428571428571,0.1285714285714285,0.9687471074909646,0.782783326096396,0.9795918367346939,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_regime_search_fast/sigma_0.95/pi_0.50/base_opp_0.30/exit_threshold_-1.00/seed_01
0.95,0.5,0.3,-1.0,2,0.11284046692607,0.2657142857142857,0.1285714285714285,0.9673822601016208,0.7639052095573835,0.9772816294555425,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_regime_search_fast/sigma_0.95/pi_0.50/base_opp_0.30/exit_threshold_-1.00/seed_02
0.95,0.5,0.3,1.0,1,0.1152263374485596,0.3057142857142857,0.1257142857142857,0.9730084572549196,0.8513086642599278,0.9826263537906137,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_regime_search_fast/sigma_0.95/pi_0.50/base_opp_0.30/exit_threshold_1.00/seed_01
0.95,0.5,0.3,1.0,2,0.1265822784810126,0.3228571428571428,0.1171428571428571,0.9608885116584244,0.8446614094379772,0.9750907497809488,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_regime_search_fast/sigma_0.95/pi_0.50/base_opp_0.30/exit_threshold_1.00/seed_02
0.95,0.5,0.3,1.5,1,0.1121076233183856,0.3628571428571429,0.0942857142857142,0.9563156183746933,0.8880027739251041,0.973127600554785,QUIET,QUIET,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_regime_search_fast/sigma_0.95/pi_0.50/base_opp_0.30/exit_threshold_1.50/seed_01
0.95,0.5,0.3,1.5,2,0.1152073732718894,0.38,0.1057142857142857,0.9641362446272216,0.9160089352196575,0.978108711839166,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_regime_search_fast/sigma_0.95/pi_0.50/base_opp_0.30/exit_threshold_1.50/seed_02
0.95,0.5,1.5,-1.0,1,0.125,0.3142857142857143,0.1114285714285714,0.9611840839179747,0.8218837426173453,0.9731115946534038,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_regime_search_fast/sigma_0.95/pi_0.50/base_opp_1.50/exit_threshold_-1.00/seed_01
0.95,0.5,1.5,-1.0,2,0.1193415637860082,0.3057142857142857,0.1114285714285714,0.9662755827091171,0.805133901024312,0.9738368505491793,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_regime_search_fast/sigma_0.95/pi_0.50/base_opp_1.50/exit_threshold_-1.00/seed_02
0.95,0.5,1.5,1.0,1,0.1144067796610169,0.3257142857142857,0.0771428571428571,0.9443695605579212,0.8837783262284048,0.9643257796724254,QUIET,QUIET,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_regime_search_fast/sigma_0.95/pi_0.50/base_opp_1.50/exit_threshold_1.00/seed_01
0.95,0.5,1.5,1.0,2,0.1140350877192982,0.3485714285714286,0.0942857142857142,0.9466213287934694,0.8945263157894737,0.9665263157894737,QUIET,QUIET,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_regime_search_fast/sigma_0.95/pi_0.50/base_opp_1.50/exit_threshold_1.00/seed_02
0.95,0.5,1.5,1.5,1,0.1097560975609756,0.5314285714285715,0.06,0.8993788360534546,0.9344346928239545,0.9612803304078472,QUIET,QUIET,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_regime_search_fast/sigma_0.95/pi_0.50/base_opp_1.50/exit_threshold_1.50/seed_01
0.95,0.5,1.5,1.5,2,0.10828025477707,0.5514285714285714,0.0685714285714285,0.9181578561418,0.9372304743651174,0.9592716818399617,QUIET,QUIET,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_regime_search_fast/sigma_0.95/pi_0.50/base_opp_1.50/exit_threshold_1.50/seed_02
0.95,0.5,3.0,-1.0,1,0.1298701298701298,0.34,0.1057142857142857,0.9635611814183958,0.8567062207838907,0.9760877382236606,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_regime_search_fast/sigma_0.95/pi_0.50/base_opp_3.00/exit_threshold_-1.00/seed_01
0.95,0.5,3.0,-1.0,2,0.1020408163265306,0.3,0.1057142857142857,0.9611499569944879,0.8534830166954519,0.968048359240069,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_regime_search_fast/sigma_0.95/pi_0.50/base_opp_3.00/exit_threshold_-1.00/seed_02
0.95,0.5,3.0,1.0,1,0.0995850622406639,0.3114285714285714,0.0857142857142857,0.9367333035852691,0.9100294985250738,0.9619469026548673,QUIET,QUIET,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_regime_search_fast/sigma_0.95/pi_0.50/base_opp_3.00/exit_threshold_1.00/seed_01
0.95,0.5,3.0,1.0,2,0.1121076233183856,0.3628571428571429,0.0828571428571428,0.9341179489912894,0.912156862745098,0.9563398692810458,QUIET,QUIET,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_regime_search_fast/sigma_0.95/pi_0.50/base_opp_3.00/exit_threshold_1.00/seed_02
0.95,0.5,3.0,1.5,1,0.1044776119402985,0.6171428571428571,0.0457142857142857,0.8839644043714115,0.9285075960679178,0.9624664879356568,QUIET,QUIET,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_regime_search_fast/sigma_0.95/pi_0.50/base_opp_3.00/exit_threshold_1.50/seed_01
0.95,0.5,3.0,1.5,2,0.1328125,0.6342857142857142,0.0657142857142857,0.8978690097145968,0.9333333333333333,0.9659090909090909,QUIET,QUIET,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_regime_search_fast/sigma_0.95/pi_0.50/base_opp_3.00/exit_threshold_1.50/seed_02
0.95,0.5,5.0,-1.0,1,0.1213389121338912,0.3171428571428571,0.0971428571428571,0.9581430090696612,0.8439075265079089,0.9701025551885972,QUIET,QUIET,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_regime_search_fast/sigma_0.95/pi_0.50/base_opp_5.00/exit_threshold_-1.00/seed_01
0.95,0.5,5.0,-1.0,2,0.1161825726141078,0.3114285714285714,0.1057142857142857,0.9633877335958335,0.8393255295429208,0.971850613154961,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_regime_search_fast/sigma_0.95/pi_0.50/base_opp_5.00/exit_threshold_-1.00/seed_02
0.95,0.5,5.0,1.0,1,0.1048034934497816,0.3457142857142857,0.0857142857142857,0.946912953943037,0.9198462805380181,0.9648641229755696,QUIET,QUIET,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_regime_search_fast/sigma_0.95/pi_0.50/base_opp_5.00/exit_threshold_1.00/seed_01
0.95,0.5,5.0,1.0,2,0.1076233183856502,0.3628571428571429,0.0857142857142857,0.9449868045383333,0.9179760319573902,0.9632490013315579,QUIET,QUIET,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_regime_search_fast/sigma_0.95/pi_0.50/base_opp_5.00/exit_threshold_1.00/seed_02
0.95,0.5,5.0,1.5,1,0.1081081081081081,0.6828571428571428,0.0457142857142857,0.7430898972148962,0.9162210338680927,0.9679144385026738,QUIET,QUIET,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_regime_search_fast/sigma_0.95/pi_0.50/base_opp_5.00/exit_threshold_1.50/seed_01
0.95,0.5,5.0,1.5,2,0.1382113821138211,0.6485714285714286,0.06,0.9215448336223144,0.942008486562942,0.9745403111739745,QUIET,QUIET,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_regime_search_fast/sigma_0.95/pi_0.50/base_opp_5.00/exit_threshold_1.50/seed_02
