eta_delta_drift,delta0,sigma,pi_reward,alpha,mu_membership_reward,n_seeds,regime_majority,n_collapse,n_capture,n_mixed,n_quiet,median_fund_prevalence,median_exit_rate,median_top5_share,median_max_punish,median_enforcer_punish_share,median_final_delta
0.2,0.3,0.25,0.25,0.0,0.0,30,MIXED,0,0,30,0,0.0828571428571428,0.0,0.7799893933991267,0.1671483622350674,0.9811106359449755,0.9999999999999998
0.2,0.3,0.25,0.5,0.0,0.0,30,MIXED,0,0,30,0,0.1,0.0,0.700578888732426,0.2,0.9835994546329396,0.9999999999999998
0.2,0.3,0.75,0.05,0.0,0.0,30,MIXED,0,0,30,0,0.0828571428571428,0.0028571428571428,0.784792355806762,0.1657142857142857,0.982088762685279,0.9999999999999998
0.2,0.3,0.75,0.25,0.0,0.0,30,MIXED,0,0,30,0,0.10872697503069989,0.0,0.6721713208696489,0.1885714285714285,0.9815962499344553,0.9999999999999998
0.2,0.3,0.75,0.5,0.0,0.0,30,MIXED,0,0,30,0,0.1085714285714285,0.0,0.6700338880407437,0.1885714285714285,0.981847859619581,0.9999999999999998
0.2,0.3,0.95,0.05,0.0,0.0,30,MIXED,0,0,30,0,0.0806916426512968,0.00428571428571425,0.7509557233853639,0.157593123209169,0.9815104670201709,0.9999999999999998
0.2,0.3,0.95,0.25,0.0,0.0,30,MIXED,0,0,30,0,0.1098265895953757,0.0028571428571428,0.6842807955657482,0.163323782234957,0.9800887312272254,0.9999999999999998
0.2,0.3,0.95,0.5,0.0,0.0,30,MIXED,0,0,30,0,0.1085714285714285,0.0028571428571428,0.6875039496868117,0.1618497109826589,0.9800063621992987,0.9999999999999998
0.3,0.1,0.25,0.05,0.0,0.0,30,QUIET,0,0,0,30,0.0,0.0714285714285714,0.6518627236078416,0.04999999999999995,0.6702815541922589,0.1
0.3,0.1,0.25,0.25,0.0,0.0,30,MIXED,0,0,30,0,0.0817743927542198,0.0,0.7801193020272517,0.16595169873106835,0.981351569550232,1.0
0.3,0.1,0.25,0.5,0.0,0.0,30,MIXED,0,0,30,0,0.1,0.0,0.7019454232228117,0.2,0.9835575035251489,1.0
0.3,0.1,0.75,0.05,0.0,0.0,30,MIXED,0,0,30,0,0.0828571428571428,0.0,0.7818221317227558,0.1657142857142857,0.982088762685279,1.0
0.3,0.1,0.75,0.25,0.0,0.0,30,MIXED,0,0,30,0,0.11015554645927135,0.0,0.6726648938032918,0.1885714285714285,0.9814579738430569,1.0
0.3,0.1,0.75,0.5,0.0,0.0,30,MIXED,0,0,30,0,0.10999999999999996,0.0,0.6707616485183501,0.1885714285714285,0.9818827634360285,1.0
0.3,0.1,0.95,0.05,0.0,0.0,30,MIXED,0,0,30,0,0.0806916426512968,0.0028571428571428,0.7458422271593477,0.1542857142857142,0.9814826033229578,1.0
0.3,0.1,0.95,0.25,0.0,0.0,30,MIXED,0,0,30,0,0.1098265895953757,0.0028571428571428,0.686161685153037,0.16309046254604992,0.9803137009573424,1.0
0.3,0.1,0.95,0.5,0.0,0.0,30,MIXED,0,0,30,0,0.1085714285714285,0.0028571428571428,0.6888288737470476,0.16235342691990085,0.980183938426515,1.0
