sigma,pi_reward,alpha,delta,mu_membership_reward,seed,final_fund_prevalence,final_exit_rate,max_punish,top5_punishment_share,top10_punishment_share,enforcer_punish_share,regime,run_dir
0.95,0.25,0.0,0.3,0.1,1,0.124,0.2857142857142857,0.1285714285714285,0.7690606757473908,0.9810719971696444,0.9725579818952338,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.10/delta_0.30/sigma_0.95/pi_0.25/seed_01
0.95,0.25,0.0,0.3,0.1,2,0.125,0.2685714285714285,0.1428571428571428,0.7683958499600958,0.979489225857941,0.9706988210888318,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.10/delta_0.30/sigma_0.95/pi_0.25/seed_02
0.95,0.25,0.0,0.3,0.1,3,0.1291666666666666,0.3142857142857143,0.1371428571428571,0.7693796818449625,0.9823247201414023,0.9715775268435195,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.10/delta_0.30/sigma_0.95/pi_0.25/seed_03
0.95,0.25,0.0,0.3,0.1,4,0.1299212598425196,0.2742857142857143,0.1285714285714285,0.7571080422420796,0.9821283509341998,0.9744801479697363,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.10/delta_0.30/sigma_0.95/pi_0.25/seed_04
0.95,0.25,0.0,0.3,0.1,5,0.1338912133891213,0.3171428571428571,0.1342857142857142,0.7705667276051188,0.9799734086754196,0.9712279725734766,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.10/delta_0.30/sigma_0.95/pi_0.25/seed_05
0.95,0.25,0.0,0.3,0.1,6,0.1341463414634146,0.2971428571428571,0.1428571428571428,0.7697777777777778,0.9787555555555556,0.9690759081519676,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.10/delta_0.30/sigma_0.95/pi_0.25/seed_06
0.95,0.25,0.0,0.3,0.1,7,0.1340996168582375,0.2542857142857143,0.1342857142857142,0.7489167616875713,0.9804637020144432,0.9728337961599707,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.10/delta_0.30/sigma_0.95/pi_0.25/seed_07
0.95,0.25,0.0,0.3,0.1,8,0.1260504201680672,0.32,0.1371428571428571,0.7564634836761653,0.9800905831288922,0.9692046096872898,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.10/delta_0.30/sigma_0.95/pi_0.25/seed_08
0.95,0.25,0.0,0.3,0.1,9,0.1352459016393442,0.3028571428571429,0.14,0.7580901413161636,0.9783426707918722,0.9660903790134776,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.10/delta_0.30/sigma_0.95/pi_0.25/seed_09
0.95,0.25,0.0,0.3,0.1,10,0.1341463414634146,0.2971428571428571,0.1485714285714285,0.7641438032166509,0.97918637653737,0.9693637079534959,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.10/delta_0.30/sigma_0.95/pi_0.25/seed_10
0.95,0.5,0.0,0.3,0.1,1,0.1259842519685039,0.2742857142857143,0.1285714285714285,0.7779321845469706,0.980822679266259,0.9721008837252466,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.10/delta_0.30/sigma_0.95/pi_0.50/seed_01
0.95,0.5,0.0,0.3,0.1,2,0.112781954887218,0.24,0.1285714285714285,0.7736146371356036,0.9775015319968484,0.9685526400785616,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.10/delta_0.30/sigma_0.95/pi_0.50/seed_02
0.95,0.5,0.0,0.3,0.1,3,0.134453781512605,0.32,0.14,0.7817492553479556,0.9819478292264645,0.9711459314231145,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.10/delta_0.30/sigma_0.95/pi_0.50/seed_03
0.95,0.5,0.0,0.3,0.1,4,0.1333333333333333,0.2285714285714285,0.1228571428571428,0.7287692307692307,0.9823846153846154,0.974559910790176,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.10/delta_0.30/sigma_0.95/pi_0.50/seed_04
0.95,0.5,0.0,0.3,0.1,5,0.1244813278008298,0.3114285714285714,0.1285714285714285,0.7865197555306878,0.9791684600154945,0.9704807641098235,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.10/delta_0.30/sigma_0.95/pi_0.50/seed_05
0.95,0.5,0.0,0.3,0.1,6,0.139917695473251,0.3057142857142857,0.1342857142857142,0.77550698335043,0.9839816933638444,0.976035404429855,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.10/delta_0.30/sigma_0.95/pi_0.50/seed_06
0.95,0.5,0.0,0.3,0.1,7,0.1245136186770428,0.2657142857142857,0.1171428571428571,0.7679490534764023,0.9823780860158772,0.9754986449491195,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.10/delta_0.30/sigma_0.95/pi_0.50/seed_07
0.95,0.5,0.0,0.3,0.1,8,0.1311475409836065,0.3028571428571429,0.1314285714285714,0.7590456213948611,0.9800734137388568,0.9716799636560767,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.10/delta_0.30/sigma_0.95/pi_0.50/seed_08
0.95,0.5,0.0,0.3,0.1,9,0.134453781512605,0.32,0.1314285714285714,0.766033815056201,0.9772362331160858,0.9636755781591607,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.10/delta_0.30/sigma_0.95/pi_0.50/seed_09
0.95,0.5,0.0,0.3,0.1,10,0.1363636363636363,0.3085714285714285,0.1485714285714285,0.7833109017496636,0.9807729282830225,0.9712753546468218,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.10/delta_0.30/sigma_0.95/pi_0.50/seed_10
0.75,0.25,0.0,0.6,0.1,1,0.125,0.2685714285714285,0.1714285714285714,0.7722964915584009,0.9846858720893743,0.976520880402501,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.10/delta_0.60/sigma_0.75/pi_0.25/seed_01
0.75,0.25,0.0,0.6,0.1,2,0.1214574898785425,0.2942857142857142,0.1628571428571428,0.8038736118455844,0.9816895822316235,0.9752842761691792,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.10/delta_0.60/sigma_0.75/pi_0.25/seed_02
0.75,0.25,0.0,0.6,0.1,3,0.1371681415929203,0.3542857142857142,0.1914285714285714,0.8044125258799172,0.9838250517598344,0.973692289192341,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.10/delta_0.60/sigma_0.75/pi_0.25/seed_03
0.75,0.25,0.0,0.6,0.1,4,0.1361702127659574,0.3285714285714285,0.1628571428571428,0.7733494363929146,0.9833793420749942,0.9752375919342421,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.10/delta_0.60/sigma_0.75/pi_0.25/seed_04
0.75,0.25,0.0,0.6,0.1,5,0.1373390557939914,0.3342857142857143,0.1628571428571428,0.7798444790046656,0.9822706065318818,0.9729591807572006,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.10/delta_0.60/sigma_0.75/pi_0.25/seed_05
0.75,0.25,0.0,0.6,0.1,6,0.1497797356828193,0.3514285714285714,0.1571428571428571,0.8048961424332344,0.9823813056379822,0.9726659041450393,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.10/delta_0.60/sigma_0.75/pi_0.25/seed_06
0.75,0.25,0.0,0.6,0.1,7,0.1336206896551724,0.3371428571428571,0.16,0.7764608599779493,0.9828417861080485,0.9722320697750804,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.10/delta_0.60/sigma_0.75/pi_0.25/seed_07
0.75,0.25,0.0,0.6,0.1,8,0.1134453781512605,0.32,0.1571428571428571,0.7705089039564861,0.9824901274122644,0.9664965096930798,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.10/delta_0.60/sigma_0.75/pi_0.25/seed_08
0.75,0.25,0.0,0.6,0.1,9,0.1369294605809128,0.3114285714285714,0.16,0.7638958125623131,0.9800598205383848,0.9692471753355787,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.10/delta_0.60/sigma_0.75/pi_0.25/seed_09
0.75,0.25,0.0,0.6,0.1,10,0.1391304347826087,0.3428571428571428,0.1714285714285714,0.8093607305936074,0.982623033992897,0.9759466078998261,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.10/delta_0.60/sigma_0.75/pi_0.25/seed_10
0.75,0.5,0.0,0.6,0.1,1,0.1274900398406374,0.2828571428571428,0.1542857142857142,0.810518073861412,0.9838835965026752,0.9756850428170529,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.10/delta_0.60/sigma_0.75/pi_0.50/seed_01
0.75,0.5,0.0,0.6,0.1,2,0.1244813278008298,0.3114285714285714,0.1742857142857143,0.7905011841515714,0.9801574601548998,0.9732276463690859,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.10/delta_0.60/sigma_0.75/pi_0.50/seed_02
0.75,0.5,0.0,0.6,0.1,3,0.1422413793103448,0.3371428571428571,0.1771428571428571,0.7895543175487465,0.9806406685236769,0.9685098803560699,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.10/delta_0.60/sigma_0.75/pi_0.50/seed_03
0.75,0.5,0.0,0.6,0.1,4,0.1545064377682403,0.3342857142857143,0.1714285714285714,0.7806288398988074,0.9848211058908565,0.9754063788840556,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.10/delta_0.60/sigma_0.75/pi_0.50/seed_04
0.75,0.5,0.0,0.6,0.1,5,0.1358024691358024,0.3057142857142857,0.1742857142857143,0.7602192281342772,0.9852706097282484,0.9770023247861095,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.10/delta_0.60/sigma_0.75/pi_0.50/seed_05
0.75,0.5,0.0,0.6,0.1,6,0.1402714932126696,0.3685714285714285,0.1685714285714285,0.8067488729779899,0.9844205780959957,0.9761691824078513,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.10/delta_0.60/sigma_0.75/pi_0.50/seed_06
0.75,0.5,0.0,0.6,0.1,7,0.1275720164609053,0.3057142857142857,0.1685714285714285,0.7867590943780208,0.9849274993640295,0.9772909038732395,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.10/delta_0.60/sigma_0.75/pi_0.50/seed_07
0.75,0.5,0.0,0.6,0.1,8,0.1304347826086956,0.3428571428571428,0.1657142857142857,0.787997292622396,0.980672332104986,0.9662674036152751,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.10/delta_0.60/sigma_0.75/pi_0.50/seed_08
0.75,0.5,0.0,0.6,0.1,9,0.1515151515151515,0.34,0.1571428571428571,0.7785859761419843,0.9791242362525459,0.967691088679507,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.10/delta_0.60/sigma_0.75/pi_0.50/seed_09
0.75,0.5,0.0,0.6,0.1,10,0.1394422310756972,0.2828571428571428,0.1657142857142857,0.7803511863553402,0.9826294921014538,0.9738984814990367,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.10/delta_0.60/sigma_0.75/pi_0.50/seed_10
0.95,0.25,0.0,0.6,0.1,1,0.1226765799256505,0.2314285714285714,0.1514285714285714,0.7372039205009528,0.9835965151102641,0.9788172390917181,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.10/delta_0.60/sigma_0.95/pi_0.25/seed_01
0.95,0.25,0.0,0.6,0.1,2,0.1161048689138576,0.2371428571428571,0.1342857142857142,0.7435562052781411,0.982380549357544,0.9742581858373995,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.10/delta_0.60/sigma_0.95/pi_0.25/seed_02
0.95,0.25,0.0,0.6,0.1,3,0.1363636363636363,0.2457142857142857,0.1485714285714285,0.7289819084781838,0.9841551377557053,0.9765969822924672,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.10/delta_0.60/sigma_0.95/pi_0.25/seed_03
0.95,0.25,0.0,0.6,0.1,4,0.1259259259259259,0.2285714285714285,0.1342857142857142,0.7356566085847854,0.9806629834254144,0.9733290702778257,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.10/delta_0.60/sigma_0.95/pi_0.25/seed_04
0.95,0.25,0.0,0.6,0.1,5,0.1171875,0.2685714285714285,0.1314285714285714,0.788127588461818,0.9822713071278064,0.9757973113372675,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.10/delta_0.60/sigma_0.95/pi_0.25/seed_05
0.95,0.25,0.0,0.6,0.1,6,0.1302681992337164,0.2542857142857143,0.14,0.7454868514570007,0.9837953091684435,0.9766405222912059,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.10/delta_0.60/sigma_0.95/pi_0.25/seed_06
0.95,0.25,0.0,0.6,0.1,7,0.1291512915129151,0.2257142857142857,0.1371428571428571,0.7305481874447391,0.9827586206896551,0.9744077879498084,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.10/delta_0.60/sigma_0.95/pi_0.25/seed_07
0.95,0.25,0.0,0.6,0.1,8,0.1212121212121212,0.2457142857142857,0.1542857142857142,0.7426177174780527,0.9831072093641926,0.9752874959695448,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.10/delta_0.60/sigma_0.95/pi_0.25/seed_08
0.95,0.25,0.0,0.6,0.1,9,0.1343873517786561,0.2771428571428571,0.1314285714285714,0.7620631102306495,0.9813923871515494,0.9734585627902382,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.10/delta_0.60/sigma_0.95/pi_0.25/seed_09
0.95,0.25,0.0,0.6,0.1,10,0.1259541984732824,0.2514285714285714,0.1371428571428571,0.7723815504849627,0.9833228665131533,0.976814302500212,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.10/delta_0.60/sigma_0.95/pi_0.25/seed_10
0.95,0.5,0.0,0.6,0.1,1,0.1235955056179775,0.2371428571428571,0.1428571428571428,0.7631045467709239,0.9822618013321749,0.976488374334225,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.10/delta_0.60/sigma_0.95/pi_0.50/seed_01
0.95,0.5,0.0,0.6,0.1,2,0.1185185185185185,0.2285714285714285,0.1342857142857142,0.7361782636115198,0.9815710181486932,0.9718445882365689,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.10/delta_0.60/sigma_0.95/pi_0.50/seed_02
0.95,0.5,0.0,0.6,0.1,3,0.1259842519685039,0.2742857142857143,0.1485714285714285,0.7544512357161839,0.9851846930640447,0.9780245291772726,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.10/delta_0.60/sigma_0.95/pi_0.50/seed_03
0.95,0.5,0.0,0.6,0.1,4,0.125,0.2,0.1285714285714285,0.7278363298202107,0.9829854653165254,0.9766895344828062,CAPTURE,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.10/delta_0.60/sigma_0.95/pi_0.50/seed_04
0.95,0.5,0.0,0.6,0.1,5,0.1176470588235294,0.2714285714285714,0.1371428571428571,0.7774743572665512,0.9841481284134808,0.9777884635094984,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.10/delta_0.60/sigma_0.95/pi_0.50/seed_05
0.95,0.5,0.0,0.6,0.1,6,0.1245283018867924,0.2428571428571428,0.1371428571428571,0.7477146860612531,0.9844531927670648,0.9781376626759665,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.10/delta_0.60/sigma_0.95/pi_0.50/seed_06
0.95,0.5,0.0,0.6,0.1,7,0.1182795698924731,0.2028571428571428,0.14,0.7292918005308003,0.983587093169437,0.9766022115624768,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.10/delta_0.60/sigma_0.95/pi_0.50/seed_07
0.95,0.5,0.0,0.6,0.1,8,0.12890625,0.2685714285714285,0.1457142857142857,0.744352282689325,0.9824667880504417,0.9738164544135193,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.10/delta_0.60/sigma_0.95/pi_0.50/seed_08
0.95,0.5,0.0,0.6,0.1,9,0.1417322834645669,0.2742857142857143,0.1371428571428571,0.7590162853563658,0.9805498780246588,0.9731976701363964,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.10/delta_0.60/sigma_0.95/pi_0.50/seed_09
0.95,0.5,0.0,0.6,0.1,10,0.1374045801526717,0.2514285714285714,0.1485714285714285,0.7608295947635508,0.9823490475840259,0.97333934606567,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.10/delta_0.60/sigma_0.95/pi_0.50/seed_10
0.75,0.25,0.0,0.0,0.2,1,0.1054852320675105,0.3228571428571428,0.1428571428571428,0.8005843681519357,0.9731190650109569,0.9236208648832368,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.20/delta_0.00/sigma_0.75/pi_0.25/seed_01
0.75,0.25,0.0,0.0,0.2,2,0.1302325581395348,0.3857142857142857,0.1342857142857142,0.8180862250262881,0.9771819137749738,0.9663268108625453,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.20/delta_0.00/sigma_0.75/pi_0.25/seed_02
0.75,0.25,0.0,0.0,0.2,3,0.1396396396396396,0.3657142857142857,0.1657142857142857,0.7875502497259106,0.9760019490802777,0.9511429840090498,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.20/delta_0.00/sigma_0.75/pi_0.25/seed_03
0.75,0.25,0.0,0.0,0.2,4,0.1601941747572815,0.4114285714285714,0.1542857142857142,0.7971880169086565,0.9838265024811615,0.9701717329713212,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.20/delta_0.00/sigma_0.75/pi_0.25/seed_04
0.75,0.25,0.0,0.0,0.2,5,0.1262135922330097,0.4114285714285714,0.1457142857142857,0.8134677335550244,0.9757871765561675,0.9613543616077982,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.20/delta_0.00/sigma_0.75/pi_0.25/seed_05
0.75,0.25,0.0,0.0,0.2,6,0.1374407582938388,0.3971428571428571,0.1485714285714285,0.801606514084507,0.9766725352112676,0.9509898668673585,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.20/delta_0.00/sigma_0.75/pi_0.25/seed_06
0.75,0.25,0.0,0.0,0.2,7,0.136150234741784,0.3914285714285714,0.1571428571428571,0.7982891148028762,0.9748326307959335,0.9508413500877569,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.20/delta_0.00/sigma_0.75/pi_0.25/seed_07
0.75,0.25,0.0,0.0,0.2,8,0.1261261261261261,0.3657142857142857,0.14,0.8108787718369508,0.974854420328216,0.9455426632767661,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.20/delta_0.00/sigma_0.75/pi_0.25/seed_08
0.75,0.25,0.0,0.0,0.2,9,0.1441441441441441,0.3657142857142857,0.1457142857142857,0.7616158830828622,0.9644285123397215,0.8928977475913826,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.20/delta_0.00/sigma_0.75/pi_0.25/seed_09
0.75,0.25,0.0,0.0,0.2,10,0.1515151515151515,0.4342857142857143,0.1485714285714285,0.8099062918340026,0.9759036144578314,0.9569817280126035,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.20/delta_0.00/sigma_0.75/pi_0.25/seed_10
0.75,0.5,0.0,0.0,0.2,1,0.1255411255411255,0.34,0.1571428571428571,0.8182626083092646,0.9726727393912464,0.9581147760018267,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.20/delta_0.00/sigma_0.75/pi_0.50/seed_01
0.75,0.5,0.0,0.0,0.2,2,0.1390134529147982,0.3628571428571429,0.1542857142857142,0.8297588409112573,0.9748355733485845,0.9619596371552137,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.20/delta_0.00/sigma_0.75/pi_0.50/seed_02
0.75,0.5,0.0,0.0,0.2,3,0.1377777777777777,0.3571428571428571,0.1571428571428571,0.8000642880102861,0.9767491696132005,0.9588086155775379,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.20/delta_0.00/sigma_0.75/pi_0.50/seed_03
0.75,0.5,0.0,0.0,0.2,4,0.1545454545454545,0.3714285714285714,0.1571428571428571,0.8281900138696255,0.9823162274618585,0.9708321346330856,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.20/delta_0.00/sigma_0.75/pi_0.50/seed_04
0.75,0.5,0.0,0.0,0.2,5,0.1367924528301886,0.3942857142857143,0.1542857142857142,0.8048926014319809,0.9805091487669053,0.9704347087194217,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.20/delta_0.00/sigma_0.75/pi_0.50/seed_05
0.75,0.5,0.0,0.0,0.2,6,0.1455399061032863,0.3914285714285714,0.1457142857142857,0.807940500929673,0.9771409821721535,0.9588131872127301,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.20/delta_0.00/sigma_0.75/pi_0.50/seed_06
0.75,0.5,0.0,0.0,0.2,7,0.1352657004830917,0.4085714285714286,0.1542857142857142,0.8225069527214939,0.976559396106476,0.96543124970627,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.20/delta_0.00/sigma_0.75/pi_0.50/seed_07
0.75,0.5,0.0,0.0,0.2,8,0.1327433628318584,0.3542857142857142,0.1571428571428571,0.7934190455436915,0.9770102418827631,0.9572148609101742,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.20/delta_0.00/sigma_0.75/pi_0.50/seed_08
0.75,0.5,0.0,0.0,0.2,9,0.146788990825688,0.3771428571428571,0.1542857142857142,0.785065455516965,0.9699438952711729,0.9343584800563975,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.20/delta_0.00/sigma_0.75/pi_0.50/seed_09
0.75,0.5,0.0,0.0,0.2,10,0.1395348837209302,0.3857142857142857,0.1514285714285714,0.7947507552870091,0.9794184290030211,0.9674850898741931,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.20/delta_0.00/sigma_0.75/pi_0.50/seed_10
0.95,0.25,0.0,0.0,0.2,1,0.1164658634538152,0.2885714285714286,0.1228571428571428,0.7811543737469664,0.9805845731771657,0.9720970397731129,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.20/delta_0.00/sigma_0.95/pi_0.25/seed_01
0.95,0.25,0.0,0.0,0.2,2,0.1124031007751938,0.2628571428571428,0.12,0.7913025598848565,0.9772797368150509,0.9675375908984905,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.20/delta_0.00/sigma_0.95/pi_0.25/seed_02
0.95,0.25,0.0,0.0,0.2,3,0.13215859030837,0.3514285714285714,0.1371428571428571,0.7801456414649818,0.9790104947526237,0.9611597874811975,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.20/delta_0.00/sigma_0.95/pi_0.25/seed_03
0.95,0.25,0.0,0.0,0.2,4,0.128,0.2857142857142857,0.1285714285714285,0.7477328217649111,0.9780258109522149,0.9702071397168985,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.20/delta_0.00/sigma_0.95/pi_0.25/seed_04
0.95,0.25,0.0,0.0,0.2,5,0.1234042553191489,0.3285714285714285,0.1285714285714285,0.7951303228574493,0.9776895848975652,0.9680673117622143,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.20/delta_0.00/sigma_0.95/pi_0.25/seed_05
0.95,0.25,0.0,0.0,0.2,6,0.1201716738197424,0.3342857142857143,0.1171428571428571,0.7979200652528549,0.9808319738988581,0.9700728670712709,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.20/delta_0.00/sigma_0.95/pi_0.25/seed_06
0.95,0.25,0.0,0.0,0.2,7,0.1169354838709677,0.2914285714285714,0.1314285714285714,0.7620089507707608,0.9808055693684734,0.9706207184944367,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.20/delta_0.00/sigma_0.95/pi_0.25/seed_07
0.95,0.25,0.0,0.0,0.2,8,0.1286307053941908,0.3114285714285714,0.1285714285714285,0.7641423357664233,0.9765054744525548,0.9585010705695896,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.20/delta_0.00/sigma_0.95/pi_0.25/seed_08
0.95,0.25,0.0,0.0,0.2,9,0.1434599156118143,0.3228571428571428,0.1314285714285714,0.7757383221555477,0.9772914460524768,0.9613106344607073,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.20/delta_0.00/sigma_0.95/pi_0.25/seed_09
0.95,0.25,0.0,0.0,0.2,10,0.1291666666666666,0.3142857142857143,0.1171428571428571,0.7934445768772348,0.9794994040524434,0.9691502282330227,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.20/delta_0.00/sigma_0.95/pi_0.25/seed_10
0.95,0.5,0.0,0.0,0.2,1,0.1058823529411764,0.2714285714285714,0.1171428571428571,0.8032295271049597,0.9785467128027682,0.9697434705388518,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.20/delta_0.00/sigma_0.95/pi_0.50/seed_01
0.95,0.5,0.0,0.0,0.2,2,0.1225296442687747,0.2771428571428571,0.1257142857142857,0.7963497628376985,0.9782429366879769,0.9668848137057894,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.20/delta_0.00/sigma_0.95/pi_0.50/seed_02
0.95,0.5,0.0,0.0,0.2,3,0.1447368421052631,0.3485714285714286,0.1257142857142857,0.7703172762727943,0.9803942236745019,0.9644562476226131,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.6b_membership_sweep/mu_0.20/delta_0.00/sigma_0.95/pi_0.50/seed_03
