sigma,pi_reward,base_opp,seed,final_fund_prevalence,final_exit_rate,max_punish,top5_punishment_share,top10_punishment_share,enforcer_punish_share,regime_hier,condition
0.25,0.5,0.3,15,0.2741935483870967,0.8228571428571428,0.1028571428571428,0.9109947643979057,0.9640987284966342,0.24831712789827973,MIXED,on
0.25,0.5,0.3,16,0.28125,0.8171428571428572,0.1228571428571428,0.9066564651874521,0.9716908951798011,0.2815608263198164,MIXED,on
0.25,0.5,0.3,17,0.2647058823529412,0.8057142857142857,0.12,0.9084924292297564,0.9809084924292297,0.21593153390388414,MIXED,on
0.25,0.5,0.3,18,0.2542372881355932,0.8314285714285714,0.1057142857142857,0.883349012229539,0.9576669802445907,0.2427093132643462,MIXED,on
0.25,0.5,0.3,19,0.2539682539682539,0.82,0.1571428571428571,0.8805637982195845,0.9725519287833828,0.2559347181008902,MIXED,on
0.25,0.5,0.3,20,0.2786885245901639,0.8257142857142857,0.1285714285714285,0.9004329004329005,0.9776334776334776,0.2828282828282828,MIXED,on
0.25,0.5,0.3,21,0.3214285714285714,0.84,0.1342857142857142,0.8997233748271093,0.9764868603042877,0.2669432918395574,MIXED,on
0.25,0.5,0.3,22,0.3220338983050847,0.8314285714285714,0.1285714285714285,0.876458476321208,0.9746053534660261,0.2189430336307481,MIXED,on
0.25,0.5,0.3,23,0.2745098039215686,0.8542857142857143,0.1428571428571428,0.9017384731670446,0.9765684051398337,0.17989417989417988,MIXED,on
0.25,0.5,0.3,24,0.2191780821917808,0.7914285714285715,0.14,0.908774373259053,0.979108635097493,0.2604456824512535,MIXED,on
0.25,0.5,0.3,25,0.288135593220339,0.8314285714285714,0.12,0.9057377049180327,0.9747267759562842,0.28415300546448086,MIXED,on
0.25,0.5,0.3,26,0.2758620689655172,0.8342857142857143,0.1114285714285714,0.9189388356669123,0.9749447310243183,0.2520265291083272,MIXED,on
0.25,0.5,0.3,27,0.2615384615384615,0.8142857142857143,0.1228571428571428,0.8850289495450786,0.9768403639371381,0.24069478908188585,MIXED,on
0.25,0.5,0.3,28,0.2903225806451613,0.8228571428571428,0.1057142857142857,0.8914141414141414,0.9722222222222222,0.2887205387205387,MIXED,on
0.25,0.5,0.3,29,0.2537313432835821,0.8085714285714286,0.1257142857142857,0.9057164068299925,0.9814402375649591,0.22939866369710468,MIXED,on
0.25,0.5,0.3,30,0.3064516129032258,0.8228571428571428,0.1428571428571428,0.865533230293663,0.9744976816074189,0.2357032457496136,MIXED,on
0.75,0.25,0.3,1,0.1189189189189189,0.4714285714285714,0.1028571428571428,0.8580476900149031,0.9485842026825634,0.6736214605067065,MIXED,on
0.75,0.25,0.3,2,0.1235294117647058,0.5142857142857142,0.1285714285714285,0.8272189349112427,0.9534516765285996,0.5925049309664694,MIXED,on
0.75,0.25,0.3,3,0.1454545454545454,0.5285714285714286,0.1228571428571428,0.7970632530120482,0.9536897590361446,0.5030120481927711,MIXED,on
0.75,0.25,0.3,4,0.1208053691275167,0.5742857142857143,0.1428571428571428,0.8411675511751326,0.9685367702805155,0.5739196360879454,MIXED,on
0.75,0.25,0.3,5,0.125,0.5428571428571428,0.14,0.8101071975497703,0.9598009188361409,0.49234303215926495,MIXED,on
0.75,0.25,0.3,6,0.1428571428571428,0.56,0.1171428571428571,0.8516932658622032,0.9451148306734137,0.5110938108213312,MIXED,on
0.75,0.25,0.3,7,0.1306818181818181,0.4971428571428571,0.1,0.7812860993453985,0.941085868309588,0.5798998844820947,MIXED,on
0.75,0.25,0.3,8,0.1229946524064171,0.4657142857142857,0.1257142857142857,0.7808471454880295,0.9406077348066298,0.5603130755064457,MIXED,on
0.75,0.25,0.3,9,0.1525423728813559,0.4942857142857143,0.1114285714285714,0.7408944213923467,0.9064084831719686,0.5587828492392808,MIXED,on
0.75,0.25,0.3,10,0.125,0.4971428571428571,0.1228571428571428,0.8304048892284186,0.9453781512605042,0.5443086325439267,MIXED,on
0.75,0.25,0.3,11,0.1264367816091954,0.5028571428571429,0.1142857142857142,0.8232542599398597,0.9508853992649515,0.5215502839959907,MIXED,on
0.75,0.25,0.3,12,0.1197604790419161,0.5228571428571429,0.1257142857142857,0.8589251439539347,0.9644913627639156,0.5502239283429302,MIXED,on
0.75,0.25,0.3,13,0.1314285714285714,0.5,0.1257142857142857,0.8411901081916537,0.9524729520865534,0.5795981452859351,MIXED,on
0.75,0.25,0.3,14,0.1455696202531645,0.5485714285714286,0.12,0.7869189633895516,0.9457013574660633,0.5088440970793912,MIXED,on
0.75,0.25,0.3,15,0.136094674556213,0.5171428571428571,0.16,0.7548209366391184,0.931129476584022,0.5082644628099173,MIXED,on
0.75,0.25,0.3,16,0.1485714285714285,0.5,0.1371428571428571,0.7972868217054263,0.9437984496124031,0.4910852713178295,MIXED,on
0.75,0.25,0.3,17,0.1383647798742138,0.5457142857142857,0.1228571428571428,0.8626674786845311,0.9710718635809987,0.567904993909866,MIXED,on
0.75,0.25,0.3,18,0.1345029239766081,0.5114285714285715,0.1285714285714285,0.7525821596244131,0.9305164319248826,0.5525821596244131,MIXED,on
0.75,0.25,0.3,19,0.1490683229813664,0.54,0.1257142857142857,0.7570596145226356,0.9287315105333931,0.4612281488121918,MIXED,on
0.75,0.25,0.3,20,0.13125,0.5428571428571428,0.1314285714285714,0.8321167883211679,0.9531310026892048,0.663465232424126,MIXED,on
0.75,0.25,0.3,21,0.1137724550898203,0.5228571428571429,0.1114285714285714,0.8725225225225225,0.9490990990990991,0.5585585585585585,MIXED,on
0.75,0.25,0.3,22,0.1468531468531468,0.5914285714285714,0.1257142857142857,0.8406421299921691,0.9588880187940485,0.4788566953797964,MIXED,on
0.75,0.25,0.3,23,0.1144578313253012,0.5257142857142857,0.1228571428571428,0.819244253992988,0.9489676665368134,0.5025321386832878,MIXED,on
0.75,0.25,0.3,24,0.1148648648648648,0.5771428571428572,0.14,0.8125633232016211,0.9652144545761567,0.5086119554204661,MIXED,on
0.75,0.25,0.3,25,0.1564245810055866,0.4885714285714285,0.1371428571428571,0.7409638554216867,0.9346617238183503,0.4819277108433735,MIXED,on
0.75,0.25,0.3,26,0.125,0.52,0.1142857142857142,0.8045048873778156,0.9468763280917977,0.5937101572460689,MIXED,on
0.75,0.25,0.3,27,0.1366459627329192,0.54,0.1142857142857142,0.79858934169279,0.9482758620689655,0.6312695924764891,MIXED,on
0.75,0.25,0.3,28,0.1369047619047619,0.52,0.1228571428571428,0.8063492063492064,0.9419501133786848,0.5238095238095238,MIXED,on
0.75,0.25,0.3,29,0.1428571428571428,0.5,0.1285714285714285,0.8136882129277566,0.9370511195606253,0.6197718631178707,MIXED,on
0.75,0.25,0.3,30,0.1348314606741573,0.4914285714285714,0.1428571428571428,0.7458866544789763,0.9323583180987203,0.5045703839122486,MIXED,on
0.95,0.5,0.3,1,0.1384615384615384,0.4428571428571428,0.1057142857142857,0.8311688311688312,0.9627705627705627,0.7636363636363637,MIXED,on
0.95,0.5,0.3,2,0.1262626262626262,0.4342857142857143,0.1142857142857142,0.8711777470901558,0.9719865851252713,0.8260011836654172,MIXED,on
0.95,0.5,0.3,3,0.1288659793814432,0.4457142857142857,0.1114285714285714,0.8611940298507462,0.9656716417910448,0.7811940298507463,MIXED,on
0.95,0.5,0.3,4,0.16,0.5714285714285714,0.1057142857142857,0.8661905656831422,0.9812065401240369,0.7306897199774478,MIXED,on
0.95,0.5,0.3,5,0.1262626262626262,0.4342857142857143,0.1228571428571428,0.8567534076827757,0.9685254027261462,0.7895910780669145,MIXED,on
0.95,0.5,0.3,6,0.1333333333333333,0.4428571428571428,0.12,0.8771790808240888,0.9720021130480718,0.8306920232435288,MIXED,on
0.95,0.5,0.3,7,0.1396648044692737,0.4885714285714285,0.1085714285714285,0.881307063911581,0.9706871696299856,0.7748678519942336,MIXED,on
0.95,0.5,0.3,8,0.1155555555555555,0.3571428571428571,0.1057142857142857,0.8629327329017732,0.9558119898677174,0.8392907402195328,MIXED,on
0.95,0.5,0.3,9,0.1422018348623853,0.3771428571428571,0.12,0.788895486935867,0.9498218527315915,0.7105106888361045,MIXED,on
0.95,0.5,0.3,10,0.1602209944751381,0.4828571428571429,0.1114285714285714,0.8704496788008566,0.9738758029978587,0.7965738758029979,MIXED,on
0.95,0.5,0.3,11,0.1320754716981132,0.3942857142857143,0.1228571428571428,0.8743445329190134,0.9704797047970479,0.8469605748689066,MIXED,on
0.95,0.5,0.3,12,0.1602209944751381,0.4828571428571429,0.1142857142857142,0.8376331360946746,0.9739644970414201,0.70698224852071,MIXED,on
0.95,0.5,0.3,13,0.1510416666666666,0.4514285714285714,0.1114285714285714,0.8645307769929365,0.9717457114026236,0.7840565085771948,MIXED,on
0.95,0.5,0.3,14,0.1587301587301587,0.46,0.1114285714285714,0.8749039200614912,0.9754035357417371,0.8162951575710992,MIXED,on
0.95,0.5,0.3,15,0.15,0.4285714285714285,0.1085714285714285,0.8556748116008221,0.9671157798584151,0.8131993605846084,MIXED,on
0.95,0.5,0.3,16,0.1443298969072164,0.4457142857142857,0.0942857142857142,0.8942307692307693,0.9740608228980322,0.8164132379248659,QUIET,on
0.95,0.5,0.3,17,0.1475409836065573,0.4771428571428571,0.1057142857142857,0.8550074738415545,0.974090682610862,0.7498754359740907,MIXED,on
0.95,0.5,0.3,18,0.1243781094527363,0.4257142857142857,0.1285714285714285,0.8494559841740851,0.9699307616221563,0.7996043521266073,MIXED,on
0.95,0.5,0.3,19,0.1587301587301587,0.46,0.1142857142857142,0.8455720907538424,0.9690168333739937,0.7411563796047816,MIXED,on
0.95,0.5,0.3,20,0.1354166666666666,0.4514285714285714,0.1085714285714285,0.8661522086216072,0.9728579031399681,0.7692921766897286,MIXED,on
0.95,0.5,0.3,21,0.1510416666666666,0.4514285714285714,0.1142857142857142,0.871825876662636,0.9703748488512697,0.7867795243853285,MIXED,on
0.95,0.5,0.3,22,0.131578947368421,0.4571428571428571,0.1085714285714285,0.8658438422323584,0.9723638314998658,0.7821303997853501,MIXED,on
0.95,0.5,0.3,23,0.1237113402061855,0.4457142857142857,0.1142857142857142,0.8821686746987952,0.9730120481927711,0.8380722891566265,MIXED,on
0.95,0.5,0.3,24,0.1453488372093023,0.5085714285714286,0.12,0.8645679273188253,0.9746461018381576,0.7620959222480457,MIXED,on
0.95,0.5,0.3,25,0.1159420289855072,0.4085714285714286,0.1057142857142857,0.8659041129228523,0.9617911900705768,0.8169871014845461,MIXED,on
0.95,0.5,0.3,26,0.1404494382022472,0.4914285714285714,0.1114285714285714,0.8966234597535606,0.9839974395903345,0.8004480716914706,MIXED,on
0.95,0.5,0.3,27,0.1522842639593908,0.4371428571428571,0.12,0.8270571827057183,0.9676429567642957,0.7430962343096235,MIXED,on
0.95,0.5,0.3,28,0.1306818181818181,0.4971428571428571,0.1114285714285714,0.8875816993464052,0.9712418300653595,0.7827886710239651,MIXED,on
0.95,0.5,0.3,29,0.1637426900584795,0.5114285714285715,0.0971428571428571,0.8896441423430628,0.9740103958416634,0.79328268692523,QUIET,on
0.95,0.5,0.3,30,0.1216216216216216,0.3657142857142857,0.1142857142857142,0.8205003643429681,0.959679378188001,0.8042263784308963,MIXED,on
