sigma,pi_reward,base_opp,exit_threshold,seed,final_fund_prevalence,final_exit_rate,max_punish,enforcer_punish_share,top5_punishment_share,top10_punishment_share,regime_legacy,regime_hier,run_dir
0.95,0.25,-1.5,-1.0,5,0.1313559322033898,0.3257142857142857,0.1342857142857142,0.9728652420222748,0.7909164932597484,0.9789197502940378,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_capture_probe/sigma_0.95/pi_0.25/base_opp_-1.50/exit_threshold_-1.00/seed_05
0.95,0.25,-1.5,0.0,1,0.117408906882591,0.2942857142857142,0.1285714285714285,0.9682529534214367,0.7956365935919055,0.9774451939291737,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_capture_probe/sigma_0.95/pi_0.25/base_opp_-1.50/exit_threshold_0.00/seed_01
0.95,0.25,-1.5,0.0,2,0.1106870229007633,0.2514285714285714,0.1314285714285714,0.972601363004178,0.777190332326284,0.9811178247734139,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_capture_probe/sigma_0.95/pi_0.25/base_opp_-1.50/exit_threshold_0.00/seed_02
0.95,0.25,-1.5,0.0,3,0.1379310344827586,0.3371428571428571,0.1457142857142857,0.9697123305395048,0.7729060731075507,0.9804278998368992,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_capture_probe/sigma_0.95/pi_0.25/base_opp_-1.50/exit_threshold_0.00/seed_03
0.95,0.25,-1.5,0.0,4,0.1382113821138211,0.2971428571428571,0.1257142857142857,0.9749605035433526,0.8240496640870822,0.982311421039204,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_capture_probe/sigma_0.95/pi_0.25/base_opp_-1.50/exit_threshold_0.00/seed_04
0.95,0.25,-1.5,0.0,5,0.1319148936170212,0.3285714285714285,0.1314285714285714,0.9714497251905193,0.8139864386195729,0.9804675640117397,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_capture_probe/sigma_0.95/pi_0.25/base_opp_-1.50/exit_threshold_0.00/seed_05
0.95,0.25,0.0,-1.0,1,0.1142857142857142,0.3,0.1342857142857142,0.9747033222353674,0.7768803634528016,0.9821302372539121,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_capture_probe/sigma_0.95/pi_0.25/base_opp_0.00/exit_threshold_-1.00/seed_01
0.95,0.25,0.0,-1.0,2,0.1181102362204724,0.2742857142857143,0.1285714285714285,0.9699671275761641,0.7807456347333648,0.9782916470033034,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_capture_probe/sigma_0.95/pi_0.25/base_opp_0.00/exit_threshold_-1.00/seed_02
0.95,0.25,0.0,-1.0,3,0.1385281385281385,0.34,0.1342857142857142,0.9669442359183295,0.7629651333138002,0.979880847739037,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_capture_probe/sigma_0.95/pi_0.25/base_opp_0.00/exit_threshold_-1.00/seed_03
0.95,0.25,0.0,-1.0,4,0.124,0.2857142857142857,0.1285714285714285,0.9709759698713359,0.7786975717439294,0.9784768211920529,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_capture_probe/sigma_0.95/pi_0.25/base_opp_0.00/exit_threshold_-1.00/seed_04
0.95,0.25,0.0,-1.0,5,0.125,0.3142857142857143,0.1314285714285714,0.9693262289656275,0.7877943296492071,0.9800096107640558,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_capture_probe/sigma_0.95/pi_0.25/base_opp_0.00/exit_threshold_-1.00/seed_05
0.95,0.25,0.0,0.0,1,0.1115537848605577,0.2828571428571428,0.1257142857142857,0.9616696769268877,0.804064195820344,0.9781780394873572,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_capture_probe/sigma_0.95/pi_0.25/base_opp_0.00/exit_threshold_0.00/seed_01
0.95,0.25,0.0,0.0,2,0.1254901960784313,0.2714285714285714,0.1257142857142857,0.9664016263885892,0.7781110996172546,0.9751732698872453,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_capture_probe/sigma_0.95/pi_0.25/base_opp_0.00/exit_threshold_0.00/seed_02
0.95,0.25,0.0,0.0,3,0.1322314049586777,0.3085714285714285,0.1257142857142857,0.9661683304826492,0.7613972764949675,0.9811525557529109,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_capture_probe/sigma_0.95/pi_0.25/base_opp_0.00/exit_threshold_0.00/seed_03
0.95,0.25,0.0,0.0,4,0.1275720164609053,0.3057142857142857,0.1428571428571428,0.9737379304815101,0.8036163668561842,0.9807997017429397,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_capture_probe/sigma_0.95/pi_0.25/base_opp_0.00/exit_threshold_0.00/seed_04
0.95,0.25,0.0,0.0,5,0.1282051282051282,0.3314285714285714,0.1285714285714285,0.9665583038238286,0.8161333470521659,0.9803477724045684,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_capture_probe/sigma_0.95/pi_0.25/base_opp_0.00/exit_threshold_0.00/seed_05
0.95,0.25,0.3,-1.0,1,0.1093117408906882,0.2942857142857142,0.12,0.9680832698186868,0.8013713780137138,0.9796505197965052,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_capture_probe/sigma_0.95/pi_0.25/base_opp_0.30/exit_threshold_-1.00/seed_01
0.95,0.25,0.3,-1.0,2,0.1106719367588932,0.2771428571428571,0.1371428571428571,0.9708272858439567,0.7853624901497241,0.9792159180457053,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_capture_probe/sigma_0.95/pi_0.25/base_opp_0.30/exit_threshold_-1.00/seed_02
0.95,0.25,0.3,-1.0,3,0.141025641025641,0.3314285714285714,0.1428571428571428,0.9503936953853778,0.7721476510067115,0.9765100671140939,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_capture_probe/sigma_0.95/pi_0.25/base_opp_0.30/exit_threshold_-1.00/seed_03
0.95,0.25,0.3,-1.0,4,0.1255230125523012,0.3171428571428571,0.1285714285714285,0.972975477112754,0.7966000596480763,0.9805149617258176,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_capture_probe/sigma_0.95/pi_0.25/base_opp_0.30/exit_threshold_-1.00/seed_04
0.95,0.25,0.3,-1.0,5,0.1148936170212766,0.3285714285714285,0.1228571428571428,0.9707293326466577,0.8130373272390902,0.9806290129502666,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_capture_probe/sigma_0.95/pi_0.25/base_opp_0.30/exit_threshold_-1.00/seed_05
0.95,0.25,0.3,0.0,1,0.1120331950207468,0.3114285714285714,0.1228571428571428,0.9722516690541827,0.8512669849430775,0.9801689313257437,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_capture_probe/sigma_0.95/pi_0.25/base_opp_0.30/exit_threshold_0.00/seed_01
0.95,0.25,0.3,0.0,2,0.1115537848605577,0.2828571428571428,0.1257142857142857,0.9706567521700984,0.8075263421976919,0.9807325639739087,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_capture_probe/sigma_0.95/pi_0.25/base_opp_0.30/exit_threshold_0.00/seed_02
0.95,0.25,0.3,0.0,3,0.1341991341991342,0.34,0.1342857142857142,0.9653198101103607,0.8054433087710958,0.9792013311148087,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_capture_probe/sigma_0.95/pi_0.25/base_opp_0.30/exit_threshold_0.00/seed_03
0.95,0.25,0.3,0.0,4,0.1386554621848739,0.32,0.12,0.9756335114563652,0.7893269230769231,0.9825961538461538,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_capture_probe/sigma_0.95/pi_0.25/base_opp_0.30/exit_threshold_0.00/seed_04
0.95,0.25,0.3,0.0,5,0.1271186440677966,0.3257142857142857,0.1342857142857142,0.966208914312351,0.8012968967114404,0.9793886058360352,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_capture_probe/sigma_0.95/pi_0.25/base_opp_0.30/exit_threshold_0.00/seed_05
0.95,0.5,-0.5,-1.0,1,0.1259842519685039,0.2742857142857143,0.1342857142857142,0.9686069968751158,0.7625467427671718,0.9790395591419012,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_capture_probe/sigma_0.95/pi_0.50/base_opp_-0.50/exit_threshold_-1.00/seed_01
0.95,0.5,-0.5,-1.0,2,0.1225296442687747,0.2771428571428571,0.1314285714285714,0.973694429695634,0.7360529986052998,0.9809972105997211,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_capture_probe/sigma_0.95/pi_0.50/base_opp_-0.50/exit_threshold_-1.00/seed_02
0.95,0.5,-0.5,-1.0,3,0.1322314049586777,0.3085714285714285,0.1314285714285714,0.9710844191844292,0.7483059051306873,0.9820469946316994,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_capture_probe/sigma_0.95/pi_0.50/base_opp_-0.50/exit_threshold_-1.00/seed_03
0.95,0.5,-0.5,-1.0,4,0.123076923076923,0.2571428571428571,0.1314285714285714,0.9750567323418929,0.7413237100737101,0.9828777641277642,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_capture_probe/sigma_0.95/pi_0.50/base_opp_-0.50/exit_threshold_-1.00/seed_04
0.95,0.5,-0.5,-1.0,5,0.1244979919678714,0.2885714285714286,0.1314285714285714,0.9742998837151045,0.7885740826753367,0.9817928471899675,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_capture_probe/sigma_0.95/pi_0.50/base_opp_-0.50/exit_threshold_-1.00/seed_05
0.95,0.5,-0.5,0.0,1,0.124,0.2857142857142857,0.1371428571428571,0.9673796884920084,0.8089709762532982,0.9801583113456465,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_capture_probe/sigma_0.95/pi_0.50/base_opp_-0.50/exit_threshold_0.00/seed_01
0.95,0.5,-0.5,0.0,2,0.1042471042471042,0.26,0.1371428571428571,0.9715472188608186,0.7900759778632398,0.9806772347809773,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_capture_probe/sigma_0.95/pi_0.50/base_opp_-0.50/exit_threshold_0.00/seed_02
0.95,0.5,-0.5,0.0,3,0.1361702127659574,0.3285714285714285,0.1428571428571428,0.9713418487732152,0.8034109664404915,0.9827617825050431,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_capture_probe/sigma_0.95/pi_0.50/base_opp_-0.50/exit_threshold_0.00/seed_03
0.95,0.5,-0.5,0.0,4,0.1215686274509803,0.2714285714285714,0.1314285714285714,0.9735828097541631,0.8042568673822085,0.9813534655266509,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_capture_probe/sigma_0.95/pi_0.50/base_opp_-0.50/exit_threshold_0.00/seed_04
0.95,0.5,-0.5,0.0,5,0.125,0.3142857142857143,0.1314285714285714,0.9703851186311027,0.7986651835372637,0.981831664812755,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_capture_probe/sigma_0.95/pi_0.50/base_opp_-0.50/exit_threshold_0.00/seed_05
0.95,0.5,-1.5,-1.0,1,0.1244979919678714,0.2885714285714286,0.1342857142857142,0.9755398926404691,0.7670111972437554,0.9829457364341085,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_capture_probe/sigma_0.95/pi_0.50/base_opp_-1.50/exit_threshold_-1.00/seed_01
0.95,0.5,-1.5,-1.0,2,0.1185770750988142,0.2771428571428571,0.1314285714285714,0.9744510458977462,0.7491242702251877,0.9819015846538782,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_capture_probe/sigma_0.95/pi_0.50/base_opp_-1.50/exit_threshold_-1.00/seed_02
0.95,0.5,-1.5,-1.0,3,0.1333333333333333,0.3142857142857143,0.1314285714285714,0.9737139815955966,0.7422214496784286,0.9836606987658613,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_capture_probe/sigma_0.95/pi_0.50/base_opp_-1.50/exit_threshold_-1.00/seed_03
0.95,0.5,-1.5,-1.0,4,0.123076923076923,0.2571428571428571,0.1314285714285714,0.9750567323418929,0.7413237100737101,0.9828777641277642,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_capture_probe/sigma_0.95/pi_0.50/base_opp_-1.50/exit_threshold_-1.00/seed_04
0.95,0.5,-1.5,-1.0,5,0.1213389121338912,0.3171428571428571,0.1314285714285714,0.9732942105349841,0.7853893263342082,0.9818897637795275,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_capture_probe/sigma_0.95/pi_0.50/base_opp_-1.50/exit_threshold_-1.00/seed_05
0.95,0.5,-1.5,0.0,1,0.1270491803278688,0.3028571428571429,0.1428571428571428,0.9687372730957311,0.8268731164917386,0.9809830614153591,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_capture_probe/sigma_0.95/pi_0.50/base_opp_-1.50/exit_threshold_0.00/seed_01
0.95,0.5,-1.5,0.0,2,0.1098039215686274,0.2714285714285714,0.1371428571428571,0.9702230483289395,0.7836093179904575,0.9790438768827767,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_capture_probe/sigma_0.95/pi_0.50/base_opp_-1.50/exit_threshold_0.00/seed_02
0.95,0.5,-1.5,0.0,3,0.134453781512605,0.32,0.1514285714285714,0.9690675101294481,0.7931896883416699,0.9804732589457483,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_capture_probe/sigma_0.95/pi_0.50/base_opp_-1.50/exit_threshold_0.00/seed_03
0.95,0.5,-1.5,0.0,4,0.1215686274509803,0.2714285714285714,0.1314285714285714,0.9735828097541631,0.8042568673822085,0.9813534655266509,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_capture_probe/sigma_0.95/pi_0.50/base_opp_-1.50/exit_threshold_0.00/seed_04
0.95,0.5,-1.5,0.0,5,0.1181434599156118,0.3228571428571428,0.1314285714285714,0.9719963897967218,0.8037383177570093,0.9822337373924308,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_capture_probe/sigma_0.95/pi_0.50/base_opp_-1.50/exit_threshold_0.00/seed_05
0.95,0.5,0.0,-1.0,1,0.1219512195121951,0.2971428571428571,0.1428571428571428,0.9692850785823318,0.7842616249361267,0.9805825242718447,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_capture_probe/sigma_0.95/pi_0.50/base_opp_0.00/exit_threshold_-1.00/seed_01
0.95,0.5,0.0,-1.0,2,0.1106870229007633,0.2514285714285714,0.1257142857142857,0.9699596301561965,0.7641339575081023,0.9802844796543032,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_capture_probe/sigma_0.95/pi_0.50/base_opp_0.00/exit_threshold_-1.00/seed_02
0.95,0.5,0.0,-1.0,3,0.1308016877637131,0.3228571428571428,0.1342857142857142,0.9694859276149846,0.7669415561133023,0.9808174973108641,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_capture_probe/sigma_0.95/pi_0.50/base_opp_0.00/exit_threshold_-1.00/seed_03
0.95,0.5,0.0,-1.0,4,0.1394422310756972,0.2828571428571428,0.1257142857142857,0.9760060267091788,0.7534666236697839,0.9830699774266366,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_capture_probe/sigma_0.95/pi_0.50/base_opp_0.00/exit_threshold_-1.00/seed_04
0.95,0.5,0.0,-1.0,5,0.1297071129707113,0.3171428571428571,0.1257142857142857,0.9715866308662576,0.7996793360369707,0.980099971706121,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_capture_probe/sigma_0.95/pi_0.50/base_opp_0.00/exit_threshold_-1.00/seed_05
0.95,0.5,0.0,0.0,1,0.1193415637860082,0.3057142857142857,0.1342857142857142,0.96726948251658,0.7899131963520493,0.9789034172069003,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_capture_probe/sigma_0.95/pi_0.50/base_opp_0.00/exit_threshold_0.00/seed_01
0.95,0.5,0.0,0.0,2,0.1145038167938931,0.2514285714285714,0.1371428571428571,0.9678604466892365,0.7745957529709722,0.9766218585622443,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_capture_probe/sigma_0.95/pi_0.50/base_opp_0.00/exit_threshold_0.00/seed_02
0.95,0.5,0.0,0.0,3,0.1293103448275862,0.3371428571428571,0.1371428571428571,0.9682813801544431,0.7820615261685977,0.9815221733919297,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_capture_probe/sigma_0.95/pi_0.50/base_opp_0.00/exit_threshold_0.00/seed_03
0.95,0.5,0.0,0.0,4,0.1358024691358024,0.3057142857142857,0.1314285714285714,0.975870595051805,0.803507757540715,0.9830394140888503,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_capture_probe/sigma_0.95/pi_0.50/base_opp_0.00/exit_threshold_0.00/seed_04
0.95,0.5,0.0,0.0,5,0.1223628691983122,0.3228571428571428,0.1342857142857142,0.9722108678132563,0.8140504939626784,0.9819978046103184,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_capture_probe/sigma_0.95/pi_0.50/base_opp_0.00/exit_threshold_0.00/seed_05
0.95,0.5,0.3,-1.0,1,0.1260162601626016,0.2971428571428571,0.1285714285714285,0.9687471074909646,0.782783326096396,0.9795918367346939,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_capture_probe/sigma_0.95/pi_0.50/base_opp_0.30/exit_threshold_-1.00/seed_01
0.95,0.5,0.3,-1.0,2,0.11284046692607,0.2657142857142857,0.1285714285714285,0.9673822601016208,0.7639052095573835,0.9772816294555425,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_capture_probe/sigma_0.95/pi_0.50/base_opp_0.30/exit_threshold_-1.00/seed_02
0.95,0.5,0.3,-1.0,3,0.1416309012875536,0.3342857142857143,0.1314285714285714,0.9634700876289416,0.783410138248848,0.9798521058836137,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_capture_probe/sigma_0.95/pi_0.50/base_opp_0.30/exit_threshold_-1.00/seed_03
0.95,0.5,0.3,-1.0,4,0.1285140562248996,0.2885714285714286,0.1142857142857142,0.9736323627149478,0.7864510733203234,0.981042654028436,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_capture_probe/sigma_0.95/pi_0.50/base_opp_0.30/exit_threshold_-1.00/seed_04
0.95,0.5,0.3,-1.0,5,0.1363636363636363,0.3085714285714285,0.1342857142857142,0.9666528946523497,0.7726592880646126,0.9792601455778243,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_capture_probe/sigma_0.95/pi_0.50/base_opp_0.30/exit_threshold_-1.00/seed_05
0.95,0.5,0.3,0.0,1,0.1198347107438016,0.3085714285714285,0.1342857142857142,0.9668969071322636,0.7860091743119266,0.9793577981651376,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_capture_probe/sigma_0.95/pi_0.50/base_opp_0.30/exit_threshold_0.00/seed_01
0.95,0.5,0.3,0.0,2,0.125,0.2685714285714285,0.1314285714285714,0.9695774361525736,0.8090022998576278,0.978753696199759,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_capture_probe/sigma_0.95/pi_0.50/base_opp_0.30/exit_threshold_0.00/seed_02
0.95,0.5,0.3,0.0,3,0.1271186440677966,0.3257142857142857,0.1314285714285714,0.9635724546591679,0.8005727376861398,0.9802978235967926,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_capture_probe/sigma_0.95/pi_0.50/base_opp_0.30/exit_threshold_0.00/seed_03
0.95,0.5,0.3,0.0,4,0.1367521367521367,0.3314285714285714,0.1285714285714285,0.9734337641599341,0.7990846681922197,0.980137299771167,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_capture_probe/sigma_0.95/pi_0.50/base_opp_0.30/exit_threshold_0.00/seed_04
0.95,0.5,0.3,0.0,5,0.1338912133891213,0.3171428571428571,0.1342857142857142,0.960958424377564,0.8183827806864457,0.9769633507853404,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_capture_probe/sigma_0.95/pi_0.50/base_opp_0.30/exit_threshold_0.00/seed_05
0.95,0.8,-0.5,-1.0,1,0.1274900398406374,0.2828571428571428,0.1342857142857142,0.9694253406299619,0.7499752254484194,0.9804776533544742,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_capture_probe/sigma_0.95/pi_0.80/base_opp_-0.50/exit_threshold_-1.00/seed_01
0.95,0.8,-0.5,-1.0,2,0.1145038167938931,0.2514285714285714,0.1285714285714285,0.9739576536142149,0.7859868192854665,0.9807492195629552,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_capture_probe/sigma_0.95/pi_0.80/base_opp_-0.50/exit_threshold_-1.00/seed_02
0.95,0.8,-0.5,-1.0,3,0.1363636363636363,0.3085714285714285,0.1428571428571428,0.9705476476656059,0.7647368421052632,0.9835964912280701,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_capture_probe/sigma_0.95/pi_0.80/base_opp_-0.50/exit_threshold_-1.00/seed_03
0.95,0.8,-0.5,-1.0,4,0.1343873517786561,0.2771428571428571,0.1314285714285714,0.9771003982107732,0.7585058871295168,0.9839220462850182,MIXED,MIXED,/storage/social-science/religion-code-geometry-abm/results/v2.5_corrected_sweep_capture_probe/sigma_0.95/pi_0.80/base_opp_-0.50/exit_threshold_-1.00/seed_04
